"PostOfficeName","Pincode","City","District","State"
"Gurgaon Palampur Road","122015","Gurgaon","Gurgaon","Haryana"
"Dundahera","122016","Gurgaon","Gurgaon","Haryana"
"Manesar","122050","Gurgaon","Gurgaon","Haryana"
"Badshahpur","122101","Gurgaon","Gurgaon","Haryana"
"Bhudsi","122102","Gurgaon","Gurgaon","Haryana"
"Sohna","122103","Sohna","Gurgaon","Haryana"
"Ferozepur Jhirka","122104","Ferozepur Jhirka","Gurgaon","Haryana"
"Taura","122105","Gurgaon","Gurgaon","Haryana"
"Dharuhera","122106","Dharuhera","Gurgaon","Haryana"
"Nuh","122107","Nuh","Gurgaon","Haryana"
"Nagina","122108","Gurgaon","Gurgaon","Haryana"
"Daulatabad","122109","Gurgaon","Gurgaon","Haryana"
"Palmar","122211","Gurgaon","Gurgaon","Haryana"
"Narnaul","123001","Narnaul","Mohindergarh","Haryana"
"Narnaul City","123001","Narnaul","Mohindergarh","Haryana"
"Narnaul Kutchery","123001","Narnaul","Mohindergarh","Haryana"
"Sanwar","123020","Bhiwani","Bhiwani","Haryana"
"Mandi Ateli","123021","Narnaul","Mohindergarh","Haryana"
"Chirya","123022","Narnaul","Mohindergarh","Haryana"
"Nangal Chaudhary","123023","Narnaul","Mohindergarh","Haryana"
"Satnali","123024","Bhiwani","Bhiwani","Haryana"
"Baund","123025","Bhiwani","Bhiwani","Haryana"
"Birhi Kalan","123026","Bhiwani","Bhiwani","Haryana"
"Birla Colony","123026","Bhiwani","Bhiwani","Haryana"
"Kanina","123027","Kanina","Mohindergarh","Haryana"
"Nangal Sirohi","123028","Narnaul","Mohindergarh","Haryana"
"Mohindergarh","123029","Narnaul","Mohindergarh","Haryana"
"Bawania","123034","Narnaul","Mohindergarh","Haryana"
"Pahlawas","123035","Narnaul","Mohindergarh","Haryana"
"Khori","123101","Narnaul","Mohindergarh","Haryana"
"Kund","123102","Narnaul","Mohindergarh","Haryana"
"Khol","123103","Narnaul","Mohindergarh","Haryana"
"Loharu","123201","Loharu","Bhiwani","Haryana"
"Guriani","123301","Bhiwani","Bhiwani","Haryana"
"Kosli","123302","Rewari","Rewari","Haryana"
"Kuldip Nagar","123302","Rewari","Rewari","Haryana"
"Nahar","123303","Rewari","Rewari","Haryana"
"Sahalwas","123304","Rewari","Rewari","Haryana"
"Bahu","123305","Rewari","Rewari","Haryana"
"Charkhi Dadri","123306","Charkhi Dadri","Bhiwani","Haryana"
"Charkhi Dadri City","123306","Bhiwani","Bhiwani","Haryana"
"Charkhi Dadri Factory","123306","Bhiwani","Bhiwani","Haryana"
"Achina","123307","Bhiwani","Bhiwani","Haryana"
"Badhra","123308","Bhiwani","Bhiwani","Haryana"
"Manheru","123309","Bhiwani","Bhiwani","Haryana"
"Jhoju Kalan","123310","Bhiwani","Bhiwani","Haryana"
"Gokal Bazar Rewari","123401","Narnaul","Mohindergarh","Haryana"
"Model Town Rewari","123401","Narnaul","Mohindergarh","Haryana"
"Rewari","123401","Rewari","Mohindergarh","Haryana"
"Dahina","123411","Rewari","Rewari","Haryana"
"Dharan","123412","Narnaul","Mohindergarh","Haryana"
"Akheri Madanpur","123413","Narnaul","Mohindergarh","Haryana"
"Bahore Kalan","123413","Narnaul","Mohindergarh","Haryana"
"Nanu Kalan","123414","Narnaul","Mohindergarh","Haryana"
"Bawal","123501","Bawal","Mohindergarh","Haryana"
"Khalilpur","123502","Narnaul","Mohindergarh","Haryana"
"Pataudi","123503","Pataudi","Mohindergarh","Haryana"
"Haily Mandi","123504","Narnaul","Mohindergarh","Haryana"
"Garhi Harsaru","123505","Narnaul","Mohindergarh","Haryana"
"Farrukh Nagar","123506","Narnaul","Mohindergarh","Haryana"
"Daulatabad","123507","Gurgaon","Gurgaon","Haryana"
"Jatauli","123508","Gurgaon","Gurgaon","Haryana"
"Bus Stand Rohtak","124001","Rohtak","Rohtak","Haryana"
"D L F Colony Rohtak","124001","Rohtak","Rohtak","Haryana"
"Durga Bhawan Rohtk","124001","Rohtak","Rohtak","Haryana"
"Gandhi Camp Rohtak","124001","Rohtak","Rohtak","Haryana"
"Kanak Mandi Rohtak","124001","Rohtak","Rohtak","Haryana"
"Medical College","124001","Rohtak","Rohtak","Haryana"
"Model Town Rohtak","124001","Rohtak","Rohtak","Haryana"
"Rohtak","124001","Rohtak","Rohtak","Haryana"
"Rohtak","124001","Rohtak","Rohtak","Haryana"
"Rohtak Mandi","124001","Rohtak","Rohtak","Haryana"
"Rohtak Town","124001","Rohtak","Rohtak","Haryana"
"Shivaji Colony Rohtak","124001","Rohtak","Rohtak","Haryana"
"Sugar Mill Rohtak","124001","Rohtak","Rohtak","Haryana"
"Bhagwatipur","124002","Rohtak","Rohtak","Haryana"
"Vaish High Schl Rohtak","124003","Rohtak","Rohtak","Haryana"
"G K Singhpur","124004","Rohtak","Rohtak","Haryana"
"Titauli","124005","Rohtak","Rohtak","Haryana"
"Makrauli Kalan","124006","Rohtak","Rohtak","Haryana"
"Samargopalpur","124007","Rohtak","Rohtak","Haryana"
"Sunari Kalan","124008","Rohtak","Rohtak","Haryana"
"Asthal Bohar","124021","Rohtak","Rohtak","Haryana"
"Morkhra","124022","Rohtak","Rohtak","Haryana"
"Bohar","124023","Rohtak","Rohtak","Haryana"
"Lahli","124024","Rohtak","Rohtak","Haryana"
"Kharawal","124025","Rohtak","Rohtak","Haryana"
"Kharontha","124026","Rohtak","Rohtak","Haryana"
"Kheri Sadh","124027","Rohtak","Rohtak","Haryana"
"Basana","124028","Rohtak","Rohtak","Haryana"
"Baland","124029","Rohtak","Rohtak","Haryana"
"Gharauthi","124030","Rohtak","Rohtak","Haryana"
"Maina","124031","Rohtak","Rohtak","Haryana"
"Barhana","124101","Rohtak","Rohtak","Haryana"
"Dujana","124102","Rohtak","Rohtak","Haryana"
"Arya Nagar Jhajar","124103","Jhajjar","Jhajjar","Haryana"
"Arya Nagar Jhajjar","124103","Rohtak","Rohtak","Haryana"
"Jhajar","124103","Rohtak","Rohtak","Haryana"
"Jhajar HO","124103","Jhajjar","Jhajjar","Haryana"
"Silani Gate Jhajar","124103","Jhajjar","Jhajjar","Haryana"
"Silani Gate Jhajjar","124103","Rohtak","Rohtak","Haryana"
"Jhajjar","124104","Jhajjar","Rohtak","Haryana"
"Jhajjar","124104","Jhajjar","Jhajjar","Haryana"
"Nehru College","124104","Rohtak","Rohtak","Haryana"
"Nehru College","124104","Jhajjar","Jhajjar","Haryana"
"Badli","124105","Rohtak","Rohtak","Haryana"
"Dighal","124107","Rohtak","Rohtak","Haryana"
"Machhrauli","124108","Rohtak","Rohtak","Haryana"
"Dhakala","124109","Rohtak","Rohtak","Haryana"
"Bahu Akbarpur","124110","Rohtak","Rohtak","Haryana"
"Madina","124111","Rohtak","Rohtak","Haryana"
"Meham","124112","Rohtak","Rohtak","Haryana"
"Kalanaur","124113","Kalanaur","Rohtak","Haryana"
"Kharak Kalan","124114","Rohtak","Rohtak","Haryana"
"Subana","124116","Rohtak","Rohtak","Haryana"
"Birohar","124117","Rohtak","Rohtak","Haryana"
"Gochhi","124118","Rohtak","Rohtak","Haryana"
"Kultana","124119","Rohtak","Rohtak","Haryana"
"Bahlba","124120","Rohtak","Rohtak","Haryana"
"Kharkhera","124121","Rohtak","Rohtak","Haryana"
"Birdhana","124122","Rohtak","Rohtak","Haryana"
"Bhani Chanderpal","124123","Rohtak","Rohtak","Haryana"
"Katesra","124124","Rohtak","Rohtak","Haryana"
"Jhalri","124125","Rohtak","Rohtak","Haryana"
"Kalinga","124126","Rohtak","Rohtak","Haryana"
"Sisar Khas","124127","Rohtak","Rohtak","Haryana"
"Bhani Surjan","124128","Rohtak","Rohtak","Haryana"
"Saman","124129","Rohtak","Rohtak","Haryana"
"Sawan","124129","Rohtak","Rohtak","Haryana"
"Talao","124130","Rohtak","Rohtak","Haryana"
"Jhazgarh","124131","Rohtak","Rohtak","Haryana"
"Ritauli","124132","Rohtak","Rohtak","Haryana"
"M P Majra","124133","Rohtak","Rohtak","Haryana"
"Kheri Kumar","124134","Rohtak","Rohtak","Haryana"
"Daura Raja","124135","Rohtak","Rohtak","Haryana"
"Chimni","124136","Rohtak","Rohtak","Haryana"
"Bhadani","124137","Rohtak","Rohtak","Haryana"
"Jahangirpur","124138","Rohtak","Rohtak","Haryana"
"Mehrana","124139","Rohtak","Rohtak","Haryana"
"Silana","124140","Rohtak","Rohtak","Haryana"
"Khudan","124141","Rohtak","Rohtak","Haryana"
"Beri","124201","Beri","Rohtak","Haryana"
"Beri","124201","Jhajjar","Jhajjar","Haryana"
"Dobaldhan","124202","Rohtak","Rohtak","Haryana"
"Majra","124203","Rohtak","Rohtak","Haryana"
"Sewana","124204","Rohtak","Rohtak","Haryana"
"Pilana","124205","Rohtak","Rohtak","Haryana"
"Gohana","124301","Gohana","Sonepat","Haryana"
"Butana","124302","Sonepat","Sonepat","Haryana"
"Sanghi","124303","Rohtak","Rohtak","Haryana"
"Baroda","124304","Sonepat","Sonepat","Haryana"
"Khanpur","124305","Sonepat","Sonepat","Haryana"
"Mundlana","124306","Sonepat","Sonepat","Haryana"
"Mehmoodpur","124307","Rohtak","Rohtak","Haryana"
"Ahulana","124308","Rohtak","Rohtak","Haryana"
"Madiana","124309","Rohtak","Rohtak","Haryana"
"Bichpari","124310","Sonepat","Sonepat","Haryana"
"Barota","124311","Rohtak","Rohtak","Haryana"
"Khidwali","124312","Rohtak","Rohtak","Haryana"
"Jassia","124314","Rohtak","Rohtak","Haryana"
"Gangana","124315","Rohtak","Rohtak","Haryana"
"Garhwal","124316","Rohtak","Rohtak","Haryana"
"Glwana","124317","Rohtak","Rohtak","Haryana"
"Jauli","124318","Rohtak","Rohtak","Haryana"
"Kathura","124320","Rohtak","Rohtak","Haryana"
"Lath","124321","Rohtak","Rohtak","Haryana"
"Katwal","124322","Rohtak","Rohtak","Haryana"
"Kohla","124323","Rohtak","Rohtak","Haryana"
"Rabhra","124324","Rohtak","Rohtak","Haryana"
"Bindhana","124325","Rohtak","Rohtak","Haryana"
"Bhalaut","124401","Rohtak","Rohtak","Haryana"
"Kharkauda","124402","Sonepat","Sonepat","Haryana"
"Rohat","124403","Sonepat","Sonepat","Haryana"
"Hassangarh","124404","Rohtak","Rohtak","Haryana"
"Kiloi","124405","Rohtak","Rohtak","Haryana"
"Kansala","124406","Rohtak","Rohtak","Haryana"
"Sisana","124407","Rohtak","Rohtak","Haryana"
"Farmana","124408","Sonepat","Sonepat","Haryana"
"Bhainswal Kalan","124409","Sonepat","Sonepat","Haryana"
"Bidhal Pinana","124410","Rohtak","Rohtak","Haryana"
"Aval","124411","Rohtak","Rohtak","Haryana"
"Kahnaur","124412","Rohtak","Rohtak","Haryana"
"Anaj Mandi Jind","124413","Rohtak","Rohtak","Haryana"
"Anwali","124413","Rohtak","Rohtak","Haryana"
"Khanda","124413","Rohtak","Rohtak","Haryana"
"Bhadlan","124415","Sonepat","Sonepat","Haryana"
"Baliana","124416","Rohtak","Rohtak","Haryana"
"Paksma","124417","Rohtak","Rohtak","Haryana"
"Dobh","124418","Rohtak","Rohtak","Haryana"
"Kiloi","124419","Rohtak","Rohtak","Haryana"
"Bhanyani","124420","Rohtak","Rohtak","Haryana"
"Asan","124421","Rohtak","Rohtak","Haryana"
"Bholi Anandpur","124422","Rohtak","Rohtak","Haryana"
"Hamayunpur","124423","Rohtak","Rohtak","Haryana"
"Dhamar","124424","Rohtak","Rohtak","Haryana"
"Samchana","124425","Rohtak","Rohtak","Haryana"
"Rurki","124426","Rohtak","Rohtak","Haryana"
"Chirana","124427","Rohtak","Rohtak","Haryana"
"Rukhi","124428","Rohtak","Rohtak","Haryana"
"Rithal","124429","Sonepat","Sonepat","Haryana"
"Siwana Mall","124430","Sonepat","Sonepat","Haryana"
"Sampla","124501","Rohtak","Rohtak","Haryana"
"Rohad","124502","Rohtak","Rohtak","Haryana"
"Bhaprauda","124503","Rohtak","Rohtak","Haryana"
"Chhara","124504","Rohtak","Rohtak","Haryana"
"Assandah","124505","Rohtak","Rohtak","Haryana"
"Mandothi","124506","Rohtak","Rohtak","Haryana"
"Bahadurgar","124507","Rohtak","Rohtak","Haryana"
"Bahadurgarh","124507","Bahadurgarh","Rohtak","Haryana"
"Bahadurgarh","124507","Bahadurgarh","Jhajjar","Haryana"
"Bahadurgarh HO","124507","Jhajjar","Jhajjar","Haryana"
"Bahadurgarh Mandi","124507","Rohtak","Rohtak","Haryana"
"Bahadurgarh Mandi","124507","Jhajjar","Jhajjar","Haryana"
"Bahadurgrh","124507","Rohtak","Rohtak","Haryana"
"Industrial Area","124507","Rohtak","Rohtak","Haryana"
"Industrial Area","124507","Jhajjar","Jhajjar","Haryana"
"Main Bazar","124507","Rohtak","Rohtak","Haryana"
"Main Bazar","124507","Jhajjar","Jhajjar","Haryana"
"Noona Majra","124508","Rohtak","Rohtak","Haryana"
"Tandaheri","124509","Rohtak","Rohtak","Haryana"
"Matan","124510","Rohtak","Rohtak","Haryana"
"Kharhar","124511","Rohtak","Rohtak","Haryana"
"Nidana","124513","Rohtak","Rohtak","Haryana"
"Lakhan Majra","124514","Rohtak","Rohtak","Haryana"
"Nigana","124515","Rohtak","Rohtak","Haryana"
"Rohad","124515","Rohtak","Rohtak","Haryana"
"Gorawar","124516","Rohtak","Rohtak","Haryana"
"Ismaila","124517","Rohtak","Rohtak","Haryana"
"Barain","124518","Rohtak","Rohtak","Haryana"
"Bainsi","124519","Rohtak","Rohtak","Haryana"
"Farmana","124520","Rohtak","Rohtak","Haryana"
"Atail","124521","Rohtak","Rohtak","Haryana"
"Ajaib","124522","Rohtak","Rohtak","Haryana"
"Chandi","124523","Rohtak","Rohtak","Haryana"
"Chiri","124524","Rohtak","Rohtak","Haryana"
"Barahi","124525","Rohtak","Rohtak","Haryana"
"Bhupani","124526","Rohtak","Rohtak","Haryana"
"Chaushala","124527","Rohtak","Rohtak","Haryana"
"Chuliana","124527","Rohtak","Rohtak","Haryana"
"Dulhera","124528","Rohtak","Rohtak","Haryana"
"Escort Nagar","124528","Rohtak","Rohtak","Haryana"
"Gandhra","124529","Sonepat","Sonepat","Haryana"
"Kanaunda","124530","Rohtak","Rohtak","Haryana"
"Nilauthi","124531","Rohtak","Rohtak","Haryana"
"Rohna","124532","Sonepat","Sonepat","Haryana"
"Kharainti","124533","Rohtak","Rohtak","Haryana"
"Hissar","125001","Hissar","Hissar","Haryana"
"Hissar City","125001","Hissar","Hissar","Haryana"
"Hissar Kutchery","125001","Hissar","Hissar","Haryana"
"Hissar Nai Mandi","125001","Hissar","Hissar","Haryana"
"Mini Sectt Hissar","125001","Hissar","Hissar","Haryana"
"Multani Chowk Hissar","125001","Hissar","Hissar","Haryana"
"Hissar Textile Mills","125002","Hissar","Hissar","Haryana"
"Patel Nagar Hissar","125003","Hissar","Hissar","Haryana"
"Hissar Agricultural Unive","125004","Hissar","Hissar","Haryana"
"Model Town Hissar","125005","Hissar","Hissar","Haryana"
"Hissar B S F","125011","Hissar","Hissar","Haryana"
"Arya Nagar Hissar","125012","Hissar","Hissar","Haryana"
"Dulat","125012","Hissar","Hissar","Haryana"
"Bhiwan Jain Chowk","125021","Bhiwani","Bhiwani","Haryana"
"Bhiwani","125021","Bhiwani","Bhiwani","Haryana"
"Bhiwani Bus Stand","125021","Bhiwani","Bhiwani","Haryana"
"Bhiwani Halu Bazar","125021","Bhiwani","Bhiwani","Haryana"
"Bhiwani Lohar Bazar","125021","Bhiwani","Bhiwani","Haryana"
"Bhiwani","125022","Bhiwani","Bhiwani","Haryana"
"Biron","125023","Bhiwani","Bhiwani","Haryana"
"Dinod","125024","Bhiwani","Bhiwani","Haryana"
"Devsar","125025","Bhiwani","Bhiwani","Haryana"
"Bapora","125026","Bhiwani","Bhiwani","Haryana"
"Chang","125027","Bhiwani","Bhiwani","Haryana"
"Behal","125028","Bhiwani","Bhiwani","Haryana"
"Kairu","125029","Bhiwani","Bhiwani","Haryana"
"Jui Khurd","125030","Bhiwani","Bhiwani","Haryana"
"Tigrana","125031","Bhiwani","Bhiwani","Haryana"
"Bawani Khera","125032","Bawani Khera","Bhiwani","Haryana"
"Hansi","125033","Hansi","Hissar","Haryana"
"Tehsil Court Hansi","125033","Hissar","Hissar","Haryana"
"Road Hansi","125034","Hissar","Hissar","Haryana"
"Jamalpur","125035","Hissar","Hissar","Haryana"
"Deorala","125036","Bhiwani","Bhiwani","Haryana"
"Nalwa","125037","Bhiwani","Bhiwani","Haryana"
"Khanda Khuri","125038","Hissar","Hissar","Haryana"
"Narnaund","125039","Narnaund","Hissar","Haryana"
"Tosham","125040","Tosham","Bhiwani","Haryana"
"Mundal Khurd","125041","Bhiwani","Bhiwani","Haryana"
"Bass","125042","Hissar","Hissar","Haryana"
"Rodhan","125043","Bhiwani","Bhiwani","Haryana"
"Satrod Khurd","125044","Hissar","Hissar","Haryana"
"Barwa","125045","Bhiwani","Bhiwani","Haryana"
"Sewani","125046","Bhiwani","Bhiwani","Haryana"
"Agroha","125047","Hissar","Hissar","Haryana"
"Badopal","125048","Hissar","Hissar","Haryana"
"Sisai","125049","Hissar","Hissar","Haryana"
"Fatehabad","125050","Fatehabad","Sirsa","Haryana"
"Fatehbad","125050","Fatehbad","Fatehabad","Haryana"
"Fatehbad Kutchery","125050","Sirsa","Sirsa","Haryana"
"Fatehbad Kutchery","125050","Fatehbad","Fatehabad","Haryana"
"Nai Mandi Fatehbad","125050","Sirsa","Sirsa","Haryana"
"Rattia","125051","Sirsa","Sirsa","Haryana"
"Mandi Adampur","125052","Sirsa","Sirsa","Haryana"
"Bhattu Kalan","125053","Sirsa","Sirsa","Haryana"
"Bahudin","125054","Sirsa","Sirsa","Haryana"
"Nai Mandi Sirsa","125055","Sirsa","Sirsa","Haryana"
"Sirsa","125055","Sirsa","Sirsa","Haryana"
"Sirsa Courts","125055","Sirsa","Sirsa","Haryana"
"Sirsa Town","125055","Sirsa","Sirsa","Haryana"
"Sirsa","125056","Sirsa","Sirsa","Haryana"
"Khairpur","125057","Sirsa","Sirsa","Haryana"
"Ding","125058","Sirsa","Sirsa","Haryana"
"Sikanderpur","125060","Sirsa","Sirsa","Haryana"
"Bamla","125061","Bhiwani","Bhiwani","Haryana"
"Bhanana","125062","Sirsa","Sirsa","Haryana"
"Dhanana","125062","Sirsa","Sirsa","Haryana"
"Dhani","125063","Bhiwani","Bhiwani","Haryana"
"Dhigwan Jatan","125064","Bhiwani","Bhiwani","Haryana"
"Lohni","125065","Bhiwani","Bhiwani","Haryana"
"Mehnda","125066","Bhiwani","Bhiwani","Haryana"
"Rewasa","125067","Bhiwani","Bhiwani","Haryana"
"Sorkhi","125068","Hissar","Hissar","Haryana"
"Bassi","125069","Hissar","Hissar","Haryana"
"Bhatla","125070","Hissar","Hissar","Haryana"
"Dhana Kalan","125071","Bhiwani","Bhiwani","Haryana"
"Kumbha","125072","Bhiwani","Bhiwani","Haryana"
"Mirchpur","125073","Hissar","Hissar","Haryana"
"Petwar","125074","Bhiwani","Bhiwani","Haryana"
"Sri Jiwan Nagar","125075","Sirsa","Sirsa","Haryana"
"Rania","125076","Rania","Sirsa","Haryana"
"Odban","125077","Sirsa","Sirsa","Haryana"
"Baragudah","125078","Sirsa","Sirsa","Haryana"
"Haroli","125079","Hissar","Hissar","Haryana"
"Bighar","125080","Hissar","Hissar","Haryana"
"Chanot","125081","Hissar","Hissar","Haryana"
"Puthi Mangal Khan","125082","Hissar","Hissar","Haryana"
"Umra","125083","Hissar","Hissar","Haryana"
"Jamauri","125084","Hissar","Hissar","Haryana"
"Kharar Ailapur","125086","Hissar","Hissar","Haryana"
"Ladwa","125087","Ladwa","Hissar","Haryana"
"Mohamadpur Rohi","125088","Hissar","Hissar","Haryana"
"Chautala","125101","Sirsa","Sirsa","Haryana"
"Ellenabad","125102","Ellenabad","Sirsa","Haryana"
"Goriwala","125103","Sirsa","Sirsa","Haryana"
"Mandi Dabwali","125104","Mandi Dabwali","Sirsa","Haryana"
"Mandi Township","125104","Sirsa","Sirsa","Haryana"
"Mangali","125105","Hissar","Hissar","Haryana"
"Dharsul Kalan","125106","Sirsa","Sirsa","Haryana"
"Abushahar","125107","Hissar","Hissar","Haryana"
"Hazarawan Kalan","125108","Hissar","Hissar","Haryana"
"Mohbatpur","125109","Hissar","Hissar","Haryana"
"Safidon","125112","Safidon","Hissar","Haryana"
"Safindon City","125112","Hissar","Hissar","Haryana"
"Kalanwali","125201","Hissar","Hissar","Haryana"
"Rori","125202","Sirsa","Sirsa","Haryana"
"Amritsar Khan","125203","Sirsa","Sirsa","Haryana"
"Anaj Mandi","125203","Sirsa","Sirsa","Haryana"
"Jakhal Mandi","126001","Jakhal Mandi","Hissar","Haryana"
"Daulatpur","126006","Hissar","Hissar","Haryana"
"Pabra","126007","Hissar","Hissar","Haryana"
"Bhuna","126008","Hissar","Hissar","Haryana"
"Uklana Mandi","126009","Hissar","Hissar","Haryana"
"Barwala","126010","Barwala","Hissar","Haryana"
"Barwala Mandi","126011","Hissar","Hissar","Haryana"
"Khedar","126013","Hissar","Hissar","Haryana"
"Rajli","126014","Hissar","Hissar","Haryana"
"Prabhuwala","126015","Hissar","Hissar","Haryana"
