original_id,project_or_tender,name,desc,state,location,pincode,status,budget,url,document_url,sector,sub_sector,timestamp_range
2023_CSIR_164972_1,,19-Aug-2023 06:00 PM,19-Aug-2023 06:00 PM,,"NEHRU MARG, NAGPUR",,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SEUP%2FERewcB23MDPqEvdgNw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '19-Aug-2023 06:00 PM', 'bid_opening_date': '07-Sep-2023 03:00 PM', 'submission_start_date': '19-Aug-2023 06:00 PM', 'submission_end_date': '06-Sep-2023 01:00 PM'}"
2023_CSIR_164966_1,Tender,PUR/IICT/DMS/325/22-3-24,SUPPLY INSTALLATION COMMISSIONING OF DYNAMIC ADSORPTION ANALYZER WITH QMS DETECTOR,CSIR-IICT HYDERABAD,DIICT/COSP CSIR-IICT UPPAL ROAD TARNAKA HYDERABAD 500007,500007,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SXbjU7%2BTLtXhdXO55WnbPCg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Laboratory and scientific equipment,NA,"{'published_date': None, 'bid_opening_date': '07-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '06-Sep-2023 01:00 PM'}"
2023_CSIR_164955_1,,18-Aug-2023 05:25 PM,18-Aug-2023 05:30 PM,,"CSIR-NGRI, Uppal Road, Hyderabad",,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sx43ZvYXxO2EYkq3NoRMdMQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '18-Aug-2023 05:25 PM', 'bid_opening_date': '12-Sep-2023 02:30 PM', 'submission_start_date': '22-Aug-2023 11:00 AM', 'submission_end_date': '11-Sep-2023 02:30 PM'}"
2023_CSIR_164945_1,,18-Aug-2023 05:10 PM,18-Aug-2023 05:30 PM,,"CSIR-IGIB, Mall Road, Delhi-110007",,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S7GV15kQibbXKG7hFKVcv9g%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '18-Aug-2023 05:10 PM', 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': '18-Aug-2023 05:30 PM', 'submission_end_date': '08-Sep-2023 05:00 PM'}"
2023_CSIR_162031_1,Tender,PUR/IICT/DMS/324/23-24,SUPPLY INSTALLATION COMMISSIONING OF VOLUMETRIC SORPTION ANALYZER,CSIR-IICT HYDERABAD,DIICT/COSP CSIR-IICT UPPAL ROAD TANAKA HYDERABAD 500007,500007,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S3kpOPjXbh8sxGFdnKtYZvQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Laboratory and scientific equipment,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 05:00 PM'}"
2023_CSIR_164887_1,,18-Aug-2023 05:00 PM,18-Aug-2023 05:00 PM,,"CSIR Madras Complex, CSIR Road, Taramani,Chennai",,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SJyfzjqYBLc1RBfVZQssv0w%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '18-Aug-2023 05:00 PM', 'bid_opening_date': '06-Sep-2023 03:00 PM', 'submission_start_date': '18-Aug-2023 05:00 PM', 'submission_end_date': '05-Sep-2023 03:00 PM'}"
2023_CSIR_164765_1,Tender,"Renovation /Replacement of old and damaged wooden door, windows with Aluminum door, windows and internal painting of Animal house basement at CSIR-CIMAP, Lucknow","Renovation /Replacement of old and damaged wooden door, windows with Aluminum door, windows and internal painting of Animal house basement at CSIR-CIMAP, Lucknow",CSIR CIMAP Lucknow,CSIR CIMAP Lucknow,226015,Open Tender,"5,14,312",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SdY3FAmtxbiXPn5rNNud7uw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '06-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '05-Sep-2023 03:00 PM'}"
2023_CSIR_164811_1,Tender,Renovation of Sfurti Shed at CSIR CIMAP  Lucknow,Renovation of Sfurti Shed at CSIR CIMAP  Lucknow,CSIR CIMAP Lucknow,CSIR CIMAP Lucknow,226015,Open Tender,"17,31,984",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SijgAuFCRDgW6vipg8VkJBg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works - Buildings,NA,"{'published_date': None, 'bid_opening_date': '06-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '05-Sep-2023 03:00 PM'}"
2023_CSIR_164766_1,Rate Contract,Renovation of Publication Store at CSIR NIScPR Campus at Pusa New Delhi,Renovation of Publication Store at CSIR NIScPR Campus at Pusa New Delhi,"NIScPR, Pusa","Dr.K.S. Krishnan Marg, Pusa, New Delhi",110012,Open Tender,"23,99,520",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SFPst%2BA450k3hrCMl4Urp1g%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Construction Works,NA,"{'published_date': None, 'bid_opening_date': '06-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '05-Sep-2023 03:00 PM'}"
2023_CSIR_164062_1,Tender,SUPPLY INSTALLATION TESTING AND COMMISSIONING OF MICROPLATE SPECTROPHOTOMETER,"SUPPLY INSTALLATION TESTING AND COMMISSIONING
OF 
MICROPLATE SPECTROPHOTOMETER",CSIR IICB 4 RAJA SC MULLICK ROAD KOLKATA,4 RAJA S C MULLICK ROAD KOLKATA 700032 WEST BENGAL,700032,Global Tenders,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SQRjCMRHEMLpv9XXYguZ%2FTA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Laboratory and scientific equipment,NA,"{'published_date': None, 'bid_opening_date': '06-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '05-Sep-2023 03:00 PM'}"
2023_CSIR_164443_1,Swiss Franc,Currency,US Dollar,,4 RAJA S C MULLICK ROAD KOLKATA 700032 WEST BENGAL,,Global Tenders,Japanese yen,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S96B75%2FxsQ3xIxso2iwWTIw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': None, 'bid_opening_date': '06-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '05-Sep-2023 03:00 PM'}"
2023_CSIR_164783_1,,17-Aug-2023 05:00 PM,17-Aug-2023 05:00 PM,,Room No. 160 Purchase Branch CSIR NPL,,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SKyNLOFAI0JCZ%2FSiAng2DyQ%3D%3D,,,,"{'published_date': '17-Aug-2023 05:00 PM', 'bid_opening_date': '05-Sep-2023 03:00 PM', 'submission_start_date': '22-Aug-2023 09:00 AM', 'submission_end_date': '04-Sep-2023 03:00 PM'}"
2023_CSIR_164784_1,Tender,CECRI 2023 1277- 1.5 TON AC WITH 4KVA STABILIZER,CECRI 2023 1277- 1.5 TON AC WITH 4KVA STABILIZER. SEE CHAPTER 4.2,KARAIKUDI,CSIR-CECRI KARAIKUDI,630003,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SjNcHMO7YExm1dKKxlYDkTw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Goods,NA,"{'published_date': None, 'bid_opening_date': '05-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Sep-2023 03:00 PM'}"
2023_CSIR_164771_1,Tender,CECRI 2023 13491-PILOT PLANT FOR THE PRODUCTION OF ADSORBENT POWER MATERIAL TURNKEY BASIS,"SUPPLY, INSTALLATION, TESTING, COMMISSIONING, 
TRAINING FOR PILOT PLANT FOR THE PRODUCTION 
OF ADSORBENT POWER MATERIAL TURNKEY BASIS. SEE CHAPTER 4.2",KARAIKUDI,CSIR-CECRI KARAIKUDI,630003,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S0aYqLPti6S0PUZFhcKR4Sg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Laboratory and scientific equipment,NA,"{'published_date': None, 'bid_opening_date': '05-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Sep-2023 03:00 PM'}"
2023_CSIR_164763_1,,17-Aug-2023 04:00 PM,17-Aug-2023 04:00 PM,,"CSIR-IGIB, Mall Road, Delhi-110007",,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SI1HEmmzTntXfcJIoSIXf2g%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '17-Aug-2023 04:00 PM', 'bid_opening_date': '07-Sep-2023 11:30 AM', 'submission_start_date': '17-Aug-2023 04:00 PM', 'submission_end_date': '06-Sep-2023 11:00 AM'}"
2023_CSIR_164667_1,Tender,Ultra High Performance Liquid Chromatography,Ultra High Performance Liquid Chromatography,CSIR NBRI Rana Pratap Marg Lucknow,Stores and Purchase Officer CSIR NBRI Rana Pratap Marg Lucknow,226001,Global Tenders,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SB1myCTtTxPlmaoX2WbfsOQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Equipments (Hospital / Lab),Scientific equipment,"{'published_date': None, 'bid_opening_date': '07-Sep-2023 11:30 AM', 'submission_start_date': None, 'submission_end_date': '06-Sep-2023 11:00 AM'}"
2023_CSIR_164636_1,Tender,RFQ FOR GCMS SYSTEM,RFQ FOR GCMS SYSTEM,CSIR-NBRI RANA PRATAP MARG LUCKNOW,STORE AND PURCHASE OFFICER CSIR-NBRI RANA PRATAP MARG LUCKNOW,226001,Global Tenders,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SBswkRLOqhcRKdMaBiOB%2BJQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Equipments (Hospital / Lab),SCIENTIFIC EQUIPMENTS,"{'published_date': None, 'bid_opening_date': '07-Sep-2023 11:30 AM', 'submission_start_date': None, 'submission_end_date': '06-Sep-2023 11:00 AM'}"
2023_CSIR_164634_1,Tender,CECRI 2023 12082 - SPOT WELDING MACHINE AND EV BATTERY TESTER WITH ACCESSORIES,CECRI 2023 12082 - SPOT WELDING MACHINE AND EV BATTERY TESTER WITH ACCESSORIES. SEE CHAPTER 4.2,KARAIKUDI,CSIR-CECRI KARAIKUDI,630003,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sn5qrhQ6CyhmrlptV58J5lg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Laboratory and scientific equipment,NA,"{'published_date': None, 'bid_opening_date': '07-Sep-2023 11:30 AM', 'submission_start_date': None, 'submission_end_date': '06-Sep-2023 11:00 AM'}"
2023_CSIR_164631_1,Japanese yen,Currency,US Dollar,Swiss Franc,CSIR-CECRI KARAIKUDI,,Global Tenders,Australian Dollar,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S2mDYO2Uif8TkZa4HZ8DYDQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': None, 'bid_opening_date': '07-Sep-2023 11:30 AM', 'submission_start_date': None, 'submission_end_date': '06-Sep-2023 11:00 AM'}"
2023_CSIR_164525_1,Tender,CECRI 2023 14154 - Environmental chamber,CECRI 2023 14154 - Environmental chamber. SEE CHAPTER 4.2,KARAIKUDI,CSIR-CECRI KARAIKUDI,630003,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Srh6JvxyMzx%2BgDrePlSEUJg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Laboratory and scientific equipment,NA,"{'published_date': None, 'bid_opening_date': '07-Sep-2023 11:30 AM', 'submission_start_date': None, 'submission_end_date': '06-Sep-2023 11:00 AM'}"
2023_CSIR_164582_1,Tender,CECRI 2023 12347-HUMIDITY CHAMBER (TEMPERATURE AND HUMIDITY CONTROLLED CARBONISATION CHAMBER) WITH ACCESSORIES,CECRI 2023 12347-HUMIDITY CHAMBER (TEMPERATURE AND HUMIDITY CONTROLLED CARBONISATION CHAMBER) WITH ACCESSORIES. SEE CHAPTER 4.2,KARAIKUDI,CSIR-CECRI KARAIKUDI,630003,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SkLrbXTPEGYshHw4gpBdEXg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Laboratory and scientific equipment,NA,"{'published_date': None, 'bid_opening_date': '07-Sep-2023 11:30 AM', 'submission_start_date': None, 'submission_end_date': '06-Sep-2023 11:00 AM'}"
2023_CSIR_164453_1,,14-Aug-2023 05:00 PM,14-Aug-2023 05:30 PM,,"CSIR-NAL, BENGALURU",,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SAxe4L%2BI233aXwK097%2F3ahg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '14-Aug-2023 05:00 PM', 'bid_opening_date': '08-Sep-2023 11:00 AM', 'submission_start_date': '14-Aug-2023 05:30 PM', 'submission_end_date': '07-Sep-2023 10:00 AM'}"
2023_CSIR_164469_1,,14-Aug-2023 05:00 PM,14-Aug-2023 05:30 PM,,"CSIR-NAL, BENGALURU",,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S6yDATv4d37A46ml9W%2FoZLg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '14-Aug-2023 05:00 PM', 'bid_opening_date': '12-Sep-2023 11:00 AM', 'submission_start_date': '14-Aug-2023 05:30 PM', 'submission_end_date': '11-Sep-2023 10:00 AM'}"
2023_CSIR_164470_1,,14-Aug-2023 01:00 PM,16-Aug-2023 11:00 AM,,"CSIR-NGRI, Uppal Road, Hyderabad",,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sw16Dwcz%2BstvJWqHTXwRLTg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '14-Aug-2023 01:00 PM', 'bid_opening_date': '08-Sep-2023 02:30 PM', 'submission_start_date': '20-Aug-2023 11:00 AM', 'submission_end_date': '07-Sep-2023 02:30 PM'}"
2023_CSIR_164451_1,,14-Aug-2023 12:30 PM,14-Aug-2023 12:45 PM,,"CSIR-NGRI, Uppal Road, Hyderabad",,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Su1FXasEaWd%2BIrMfghfjfrw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '14-Aug-2023 12:30 PM', 'bid_opening_date': '08-Sep-2023 02:30 PM', 'submission_start_date': '17-Aug-2023 11:00 AM', 'submission_end_date': '07-Sep-2023 02:30 PM'}"
2023_CSIR_164460_1,,14-Aug-2023 12:30 PM,16-Aug-2023 11:00 AM,,"CSIR-NGRI, Uppal Road, Hyderabad",,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SBzABsKB4qgcAyWJd4cKDCA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '14-Aug-2023 12:30 PM', 'bid_opening_date': '08-Sep-2023 02:30 PM', 'submission_start_date': '20-Aug-2023 11:00 AM', 'submission_end_date': '07-Sep-2023 02:30 PM'}"
2023_CSIR_164239_1,Tender,Dissolution Apparatus,Supply of Dissolution Apparatus,CSIR-CDRI,Sector 10 Jankipuram Extension sitapur Road Lucknow,226031,Global Tenders,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHcZ47gaHygmlAr5P64EGdQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Goods,NA,"{'published_date': None, 'bid_opening_date': '08-Sep-2023 02:30 PM', 'submission_start_date': None, 'submission_end_date': '07-Sep-2023 02:30 PM'}"
2023_CSIR_164275_1,Swiss Franc,Currency,US Dollar,Canadian Dollar,"Controller of Stores and Purchase CSIR-NIO, Dona Paula, Goa - 403004",,Global Tenders,Japanese yen,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sf3%2FkPwRHFyFHn%2F3wGA7%2BUQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': None, 'bid_opening_date': '08-Sep-2023 02:30 PM', 'submission_start_date': None, 'submission_end_date': '07-Sep-2023 02:30 PM'}"
2023_CSIR_164205_1,Tender,PUR/IMP/014/23,Programmable Glove Box Compatible Spin Coater,"CSIR-NIIST, TRIVANDRUM","CSIR-NIIST
TRIVANDRUM",695019,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHmI7JE2DqFbBxzbDONFIEQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Equipments (Hospital / Lab),NA,"{'published_date': None, 'bid_opening_date': '08-Sep-2023 02:30 PM', 'submission_start_date': None, 'submission_end_date': '07-Sep-2023 02:30 PM'}"
2023_CSIR_164040_1,,10-Aug-2023 06:00 PM,10-Aug-2023 06:00 PM,,"CSIR NAL
HAL Airport Road
Kodihalli
Bangalore",,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SsVW4mNNFX153oToZeczsIA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '10-Aug-2023 06:00 PM', 'bid_opening_date': '22-Sep-2023 11:00 AM', 'submission_start_date': '10-Aug-2023 06:00 PM', 'submission_end_date': '21-Sep-2023 10:00 AM'}"
2023_CSIR_164077_1,,10-Aug-2023 04:00 PM,10-Aug-2023 04:00 PM,,CSIR-CRRI MATHURA ROAD NEW DELHI,,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SLXa5usoY%2Bd73lFC6cFipjw%3D%3D,,,,"{'published_date': '10-Aug-2023 04:00 PM', 'bid_opening_date': '05-Sep-2023 10:00 AM', 'submission_start_date': '10-Aug-2023 04:00 PM', 'submission_end_date': '04-Sep-2023 10:00 AM'}"
2023_CSIR_163625_1,,10-Aug-2023 11:00 AM,10-Aug-2023 11:00 AM,,SPO CSIR IHBT,,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2Ft3oiK2H8Pg6Qya%2F40GbZg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '10-Aug-2023 11:00 AM', 'bid_opening_date': '06-Sep-2023 03:00 PM', 'submission_start_date': '16-Aug-2023 03:00 PM', 'submission_end_date': '05-Sep-2023 03:00 PM'}"
2023_CSIR_163973_1,,09-Aug-2023 06:50 PM,09-Aug-2023 06:55 PM,,"196, RAJA S.C. MULLICK ROAD, JADAVPUR, KOLKATA -700032",,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SicaiDz3oPjiM9lZwn8afng%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '09-Aug-2023 06:50 PM', 'bid_opening_date': '12-Sep-2023 03:30 PM', 'submission_start_date': '09-Aug-2023 06:55 PM', 'submission_end_date': '11-Sep-2023 03:30 PM'}"
2023_CSIR_163938_1,Tender,PUR/IMP/013/23- MATERIALS AND COATING TESTING SETUP,MATERIALS AND COATING TESTING SETUP,"CSIR-NIIST, TRIVANDRUM","CSIR-NIIST,
TRIVANDRUM",695019,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SJ8V9cdr%2BHSYF4%2FiO027LSQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Equipments (Hospital / Lab),NA,"{'published_date': None, 'bid_opening_date': '12-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '11-Sep-2023 03:30 PM'}"
2023_CSIR_163834_1,,08-Aug-2023 06:55 PM,08-Aug-2023 06:55 PM,,"CSIR-NATIONAL AEROSPACE LABORATORIES, HAL AIRPORT ROAD, KODIHALLI, BENGALURU",,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SD6XBWGeeUSTqbu4kTVR9Hw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '08-Aug-2023 06:55 PM', 'bid_opening_date': '08-Sep-2023 11:00 AM', 'submission_start_date': '08-Aug-2023 06:55 PM', 'submission_end_date': '07-Sep-2023 10:00 AM'}"
2023_CSIR_163798_1,Tender,MULTIMODE MICROPLATE READER,SUPPLY OF MULTIMODE MICROPLATE READER,CSIR-CDRI,SECTOR 10 JANKIPURAM EXTENSION SITAPUR ROAD LUCKNOW,226031,Global Tenders,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Snmiy%2F3I6N%2Bg1zziQR2sELA%3D%3D,,Miscellaneous Goods,NA,"{'published_date': None, 'bid_opening_date': '08-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '07-Sep-2023 10:00 AM'}"
2023_CSIR_162540_1,,Preference Category,Make in India,,"Kukrail Picnic Spot Road, Post Office CIMAP Lucknow",,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SApjsPLh4H4WoqI3zqOtoBw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': None, 'bid_opening_date': '08-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '07-Sep-2023 10:00 AM'}"
2023_CSIR_163372_1,,04-Aug-2023 06:00 PM,08-Aug-2023 11:30 AM,,"196,RAJA S.C.MULLICK ROAD,KOL-32",,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SPXkUuP5seOmSXpH7MLeY7A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '04-Aug-2023 06:00 PM', 'bid_opening_date': '06-Sep-2023 03:30 PM', 'submission_start_date': '08-Aug-2023 11:30 AM', 'submission_end_date': '05-Sep-2023 03:30 PM'}"
2023_CSIR_163217_1,Tender,SMALL ANIMAL TELEMETARY (For Safety Pharmacology),SUPPLY  OF SMALL ANIMAL TELEMETARY (For Safety Pharmacology),CSIR-CDRI,SECTOR 10 JANKIPURAM EXTENSION SITAPUR ROAD LUCKNOW,226031,Global Tenders,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S0gM8ViIzaQzkIKA5LJG%2F1A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Goods,NA,"{'published_date': None, 'bid_opening_date': '06-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '05-Sep-2023 03:30 PM'}"
2023_CSIR_163208_1,,Preference Category,Make in India,,"CSIR-IGIB, Mall Road, New Delhi-1100093",,Open Tender,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S27V4BS11PBGSlAABQqBT0g%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': None, 'bid_opening_date': '06-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '05-Sep-2023 03:30 PM'}"
2023_CSIR_162104_1,Japanese yen,Currency,US Dollar,Swiss Franc,CSIR-CECRI KARAIKUDI,,Global Tenders,Australian Dollar,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SGcshmyK%2FvcvuJ1I4GGE4lQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': None, 'bid_opening_date': '06-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '05-Sep-2023 03:30 PM'}"
